CustomerID,Gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
3575,Male,0,Yes,No,65,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),36.15,1606.24,Yes
3576,Male,0,Yes,Yes,50,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),102.42,4147.46,No
3577,Female,0,Yes,Yes,4,No,No phone service,Fiber optic,No internet service,No internet service,No,Yes,No,No,One year,Yes,Electronic check,115.85,5458.27,Yes
3578,Male,0,Yes,Yes,72,Yes,Yes,No,No internet service,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,111.79,6056.27,No
3579,Female,0,Yes,No,52,Yes,No phone service,DSL,Yes,Yes,No internet service,No,No,No internet service,Month-to-month,Yes,Electronic check,68.84,8003.35,Yes
3580,Male,0,No,Yes,43,Yes,No,Fiber optic,Yes,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Electronic check,69.61,7584.88,Yes
3581,Male,0,No,No,46,Yes,No phone service,Fiber optic,No,No,No,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),109.53,2864.95,No
3582,Male,1,Yes,Yes,4,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,90.79,1059.02,Yes
3583,Female,0,Yes,Yes,13,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,25.75,922.37,No
3584,Female,0,No,No,38,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),31.15,8413.93,No
3585,Male,0,No,No,45,Yes,No,Fiber optic,Yes,No internet service,No,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),113.9,8301.92,Yes
3586,Male,0,Yes,No,25,Yes,No,Fiber optic,Yes,No internet service,No,No,Yes,No,Month-to-month,Yes,Electronic check,55.02,7120.7,Yes
3587,Male,0,No,No,67,Yes,No,DSL,No,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,No,Mailed check,37.08,8515.49,No
3588,Female,0,Yes,No,55,Yes,Yes,Fiber optic,No internet service,Yes,No,No,Yes,No,One year,Yes,Electronic check,92.17,2394.74,No
3589,Male,0,Yes,No,39,Yes,No,Fiber optic,Yes,Yes,No internet service,No,No,Yes,One year,Yes,Credit card (automatic),106.66,7173.13,No
3590,Female,0,No,No,65,Yes,No,DSL,No,No,No internet service,No,Yes,No internet service,Month-to-month,Yes,Mailed check,39.01,4371.12,No
3591,Male,0,No,Yes,2,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,43.52,6944.85,Yes
3592,Male,0,No,No,69,Yes,No,No,Yes,No,Yes,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),108.69,5312.25,No
3593,Male,0,Yes,No,62,Yes,No,No,No internet service,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,19.57,7351.84,Yes
3594,Male,0,Yes,No,46,Yes,Yes,DSL,No,No,No,No internet service,Yes,No,Month-to-month,No,Electronic check,109.5,3462.2,Yes
3595,Male,0,Yes,No,31,Yes,No,No,No,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Electronic check,22.2,8590.69,No
3596,Male,0,Yes,No,35,Yes,No phone service,Fiber optic,No,No,No internet service,No,No,No,Month-to-month,Yes,Electronic check,27.84,1918.66,Yes
3597,Female,0,No,No,45,Yes,Yes,No,Yes,Yes,No internet service,No internet service,Yes,No internet service,One year,Yes,Credit card (automatic),104.91,5847.63,No
3598,Male,1,No,No,54,Yes,No,Fiber optic,No,No internet service,No,No internet service,No,No,One year,Yes,Mailed check,43.22,6973.95,No
3599,Female,0,No,No,71,Yes,No,No,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,40.83,5094.94,No
3600,Male,1,No,No,69,Yes,No,Fiber optic,Yes,No internet service,Yes,No,Yes,No internet service,Two year,Yes,Bank transfer (automatic),103.08,2534.5,No
3601,Male,0,Yes,No,29,Yes,No,DSL,No,No internet service,No,No,Yes,Yes,Month-to-month,No,Mailed check,72.74,4883.02,No
3602,Female,0,No,Yes,72,Yes,No,DSL,Yes,No,No internet service,No,Yes,No,Month-to-month,No,Electronic check,53.49,4392.59,Yes
3603,Male,0,No,No,8,Yes,Yes,Fiber optic,Yes,No internet service,No,No,No internet service,No,One year,Yes,Mailed check,90.03,1666.39,No
3604,Female,1,Yes,Yes,54,Yes,No,DSL,No,Yes,No,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),99.63,6632.72,No
3605,Female,0,No,No,7,Yes,No,Fiber optic,Yes,No,Yes,No,No internet service,Yes,One year,Yes,Electronic check,104.96,2334.25,Yes
3606,Male,0,Yes,No,23,Yes,Yes,No,No,No internet service,Yes,No,No,Yes,Two year,No,Mailed check,30.24,7229.88,No
3607,Female,0,No,No,32,Yes,Yes,DSL,No internet service,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),76.8,1876.09,No
3608,Female,0,Yes,No,62,Yes,No,Fiber optic,Yes,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,86.41,4371.88,Yes
3609,Male,0,Yes,Yes,45,No,No,Fiber optic,No,No,Yes,No internet service,No,Yes,Month-to-month,Yes,Mailed check,29.96,6043.56,No
3610,Female,1,No,Yes,68,Yes,No,Fiber optic,No,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),79.57,8648.67,Yes
3611,Male,1,No,No,30,Yes,No phone service,DSL,No,No internet service,No,No,Yes,No,Month-to-month,No,Credit card (automatic),21.46,2367.2,No
3612,Male,0,Yes,Yes,39,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),52.58,5527.0,No
3613,Male,1,Yes,No,5,Yes,No phone service,No,No,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),35.54,1347.79,Yes
3614,Male,0,Yes,No,67,Yes,No phone service,No,Yes,No internet service,Yes,No,No internet service,No,Month-to-month,No,Mailed check,74.65,7121.8,No
3615,Female,0,Yes,No,22,No,No,Fiber optic,Yes,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),37.45,7484.09,Yes
3616,Male,0,No,No,28,Yes,No,Fiber optic,No,No internet service,No,Yes,No internet service,No,Month-to-month,Yes,Electronic check,97.56,7713.83,Yes
3617,Male,0,No,No,22,Yes,No,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),30.43,8212.8,Yes
3618,Female,1,Yes,No,29,Yes,No,Fiber optic,No internet service,No internet service,No,Yes,No internet service,No internet service,One year,No,Electronic check,94.41,3101.14,No
3619,Male,0,No,Yes,43,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,28.19,5794.22,No
3620,Male,0,Yes,Yes,42,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),62.71,2755.03,No
3621,Female,0,No,No,60,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),88.45,6984.56,No
3622,Female,0,Yes,No,71,Yes,Yes,DSL,Yes,No,No,No internet service,Yes,Yes,Two year,No,Electronic check,34.48,3620.33,No
3623,Female,0,Yes,Yes,68,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,93.86,4827.64,Yes
3624,Female,1,No,No,59,Yes,No,DSL,No internet service,Yes,No,No,No,No internet service,Month-to-month,No,Electronic check,114.07,1171.3,Yes
3625,Female,0,Yes,No,6,Yes,No,Fiber optic,Yes,No,Yes,No internet service,No,No,Two year,Yes,Credit card (automatic),55.78,7389.18,No
3626,Female,0,No,No,28,Yes,No,Fiber optic,Yes,No,No,Yes,No internet service,Yes,Two year,No,Mailed check,18.27,4204.0,No
3627,Female,0,No,No,31,Yes,No,Fiber optic,No,No,No,No,No,No internet service,Month-to-month,No,Mailed check,66.17,5569.17,No
3628,Male,0,Yes,No,39,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),108.95,5818.8,No
3629,Female,0,Yes,No,50,Yes,Yes,No,No,No,No internet service,Yes,Yes,No,One year,Yes,Bank transfer (automatic),85.08,2395.46,No
3630,Female,0,No,No,37,Yes,No,DSL,No,No,No internet service,No internet service,No,No,One year,No,Credit card (automatic),88.93,6908.12,No
3631,Female,0,No,No,72,Yes,No phone service,Fiber optic,No,Yes,No internet service,No internet service,No,Yes,Two year,No,Credit card (automatic),97.89,7237.84,No
3632,Male,0,Yes,No,15,Yes,No,Fiber optic,No,No,No internet service,No internet service,No,No,One year,No,Electronic check,109.52,4488.32,No
3633,Male,0,Yes,No,51,Yes,Yes,No,No,Yes,Yes,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),30.79,7839.09,No
3634,Female,0,No,Yes,70,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No internet service,Two year,No,Mailed check,77.57,1413.15,No
3635,Female,0,Yes,Yes,23,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),107.67,3610.26,Yes
3636,Female,0,Yes,No,25,No,No,DSL,No,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),96.23,402.88,No
3637,Male,0,Yes,No,46,Yes,No,DSL,No,Yes,No,No internet service,No,No,One year,Yes,Electronic check,43.27,3472.74,No
3638,Male,1,No,No,23,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,Yes,No,Two year,Yes,Credit card (automatic),106.15,8659.13,No
3639,Female,0,No,No,10,Yes,Yes,No,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,47.81,4032.72,Yes
3640,Male,0,No,Yes,32,Yes,No phone service,DSL,Yes,Yes,No,No,No internet service,Yes,One year,No,Mailed check,59.54,3651.68,No
3641,Female,0,No,No,51,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,36.91,5979.46,Yes
3642,Male,0,No,Yes,41,Yes,Yes,DSL,No,No internet service,No,No,No,Yes,One year,Yes,Bank transfer (automatic),107.22,440.02,No
3643,Male,0,Yes,No,65,Yes,No,DSL,Yes,No,No internet service,Yes,Yes,No,One year,No,Credit card (automatic),27.6,3084.55,No
3644,Female,1,No,No,65,Yes,No phone service,No,No,No,No,No,No,No internet service,One year,No,Mailed check,118.16,4638.4,No
3645,Female,0,Yes,No,40,Yes,No,No,No,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),51.28,4213.72,No
3646,Female,0,No,Yes,18,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,89.69,5586.5,Yes
3647,Female,0,Yes,No,36,Yes,Yes,DSL,No,No,No internet service,No,No,No,Month-to-month,Yes,Mailed check,31.19,1222.83,No
3648,Male,0,Yes,No,31,Yes,Yes,No,No,Yes,Yes,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),67.28,3507.85,No
3649,Male,0,No,No,54,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,One year,No,Credit card (automatic),22.28,5509.55,No
3650,Male,1,No,No,63,Yes,No,Fiber optic,Yes,Yes,No internet service,No,Yes,No,Two year,Yes,Mailed check,106.53,2632.9,No
3651,Female,0,Yes,No,1,Yes,Yes,No,Yes,No,No,No internet service,No,No,Two year,Yes,Bank transfer (automatic),63.12,5330.02,No
3652,Male,0,No,No,52,Yes,No,Fiber optic,No,No,No,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,92.9,8323.53,Yes
3653,Female,0,Yes,No,57,Yes,Yes,DSL,Yes,No internet service,No,Yes,Yes,No,One year,Yes,Mailed check,108.15,8081.52,No
3654,Male,0,Yes,Yes,9,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),25.14,6306.1,No
3655,Female,0,No,No,56,Yes,No,No,No internet service,No,Yes,No,No,No internet service,Month-to-month,Yes,Electronic check,69.65,1558.13,Yes
3656,Female,0,Yes,No,47,Yes,No,DSL,Yes,No,Yes,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),37.3,6815.05,No
3657,Male,0,No,No,3,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),25.19,3889.94,No
3658,Female,0,Yes,Yes,2,Yes,No,Fiber optic,No internet service,Yes,No internet service,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),80.76,8266.52,Yes
3659,Female,0,No,Yes,54,Yes,No,No,No internet service,Yes,No internet service,No internet service,No internet service,No,Month-to-month,No,Electronic check,29.72,5317.37,No
3660,Male,0,No,Yes,37,Yes,No,Fiber optic,No internet service,No,No,No,Yes,No,Month-to-month,No,Electronic check,67.69,1904.72,Yes
3661,Female,0,Yes,No,56,Yes,No,DSL,Yes,No,No internet service,No internet service,No,Yes,Two year,No,Bank transfer (automatic),38.04,2726.32,No
3662,Female,0,Yes,No,31,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),38.12,2783.76,No
3663,Female,0,No,No,12,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),70.81,2413.09,No
3664,Male,0,No,No,58,Yes,No,DSL,Yes,Yes,No,No internet service,No internet service,No,One year,No,Electronic check,74.07,6707.41,No
3665,Male,0,Yes,No,67,No,No,No,No,Yes,No,No internet service,No,No internet service,Two year,No,Mailed check,18.6,2937.04,No
3666,Female,0,Yes,No,26,Yes,No,DSL,No internet service,No internet service,Yes,No,No,No,Two year,No,Bank transfer (automatic),68.58,1714.07,No
3667,Male,0,Yes,No,12,No,Yes,DSL,Yes,Yes,No,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),85.56,5184.58,No
3668,Female,1,Yes,No,16,Yes,Yes,DSL,Yes,Yes,No internet service,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),86.44,4046.57,Yes
3669,Female,0,Yes,No,53,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),103.66,210.91,Yes
3670,Female,0,Yes,No,72,Yes,No phone service,Fiber optic,Yes,No,Yes,No,No internet service,No internet service,One year,No,Credit card (automatic),108.23,2437.63,No
3671,Female,0,No,Yes,49,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),80.85,349.78,No
3672,Female,0,No,No,49,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,66.67,6665.98,No
3673,Male,0,No,No,7,Yes,No,Fiber optic,No internet service,No internet service,No,No,No,No internet service,Two year,Yes,Electronic check,38.76,8260.38,Yes
3674,Female,0,No,No,15,Yes,No,Fiber optic,No,Yes,No internet service,No,Yes,Yes,Two year,Yes,Mailed check,30.99,4353.27,No
3675,Male,0,No,No,36,No,Yes,DSL,No,No,No internet service,No internet service,Yes,Yes,Two year,No,Mailed check,79.46,4855.87,No
3676,Male,0,Yes,Yes,72,No,Yes,Fiber optic,Yes,No,No internet service,No,Yes,No,Two year,Yes,Electronic check,113.38,7342.3,No
3677,Female,0,No,No,15,Yes,No,Fiber optic,No internet service,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),46.21,183.16,Yes
3678,Female,0,No,No,62,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,28.25,1425.5,No
3679,Male,0,No,No,18,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),60.85,5689.46,No
3680,Male,0,Yes,Yes,46,Yes,Yes,Fiber optic,No internet service,No,No,No,No,Yes,Month-to-month,No,Electronic check,18.3,6446.72,Yes
3681,Male,0,No,No,61,Yes,No,Fiber optic,No,No internet service,Yes,Yes,Yes,No,Two year,Yes,Electronic check,73.88,5445.43,No
3682,Female,0,No,No,43,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),23.22,8158.3,Yes
3683,Male,0,No,No,44,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,111.81,3419.06,No
3684,Female,1,Yes,Yes,66,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,No,Yes,Month-to-month,No,Credit card (automatic),105.68,4829.14,Yes
3685,Female,0,No,Yes,55,Yes,Yes,No,No internet service,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,29.8,8306.99,No
3686,Female,0,No,No,39,No,No,Fiber optic,Yes,No,No internet service,Yes,No,Yes,One year,Yes,Electronic check,33.01,7815.08,No
3687,Male,0,Yes,No,5,Yes,Yes,Fiber optic,No internet service,No,No,No,Yes,No,One year,No,Electronic check,114.07,285.74,Yes
3688,Female,0,No,No,57,Yes,No,DSL,No,No,No,No internet service,Yes,Yes,Month-to-month,No,Mailed check,100.01,3070.44,No
3689,Female,0,Yes,No,15,Yes,Yes,DSL,No,No,Yes,No,No internet service,Yes,Month-to-month,No,Electronic check,112.92,6422.93,Yes
3690,Female,0,No,No,16,Yes,No phone service,No,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),51.87,26.4,Yes
3691,Female,0,No,No,57,Yes,Yes,DSL,Yes,No internet service,Yes,No,No internet service,Yes,Two year,Yes,Bank transfer (automatic),29.4,7497.45,No
3692,Female,0,Yes,Yes,25,Yes,No phone service,DSL,Yes,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,80.1,4370.08,No
3693,Male,0,Yes,No,22,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),115.4,769.27,No
3694,Female,1,No,No,31,No,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,31.31,3853.19,Yes
3695,Female,0,Yes,No,34,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No,No,Yes,Two year,Yes,Credit card (automatic),100.55,4287.86,No
3696,Male,0,Yes,No,16,Yes,Yes,DSL,No,No internet service,No,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),54.39,3198.62,Yes
3697,Female,0,No,No,70,Yes,Yes,Fiber optic,No,No internet service,Yes,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),29.86,3955.87,Yes
3698,Male,0,Yes,Yes,59,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,64.38,7743.64,Yes
3699,Female,0,Yes,No,15,Yes,Yes,Fiber optic,No,No,No internet service,Yes,Yes,No,One year,Yes,Bank transfer (automatic),67.37,2827.15,No
3700,Male,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,No internet service,Yes,No,Two year,No,Credit card (automatic),19.16,8346.1,No
3701,Male,0,Yes,No,24,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,65.93,5972.53,Yes
3702,Female,0,Yes,No,13,Yes,Yes,Fiber optic,No internet service,Yes,No,No internet service,Yes,Yes,One year,No,Electronic check,83.32,7783.67,Yes
3703,Female,1,No,Yes,65,Yes,Yes,Fiber optic,No internet service,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),95.1,1829.81,No
3704,Female,0,No,No,36,Yes,Yes,DSL,No,No internet service,Yes,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),28.16,4281.13,No
3705,Male,0,No,No,49,Yes,No,DSL,No internet service,No,No,No,No,Yes,Two year,No,Electronic check,106.34,4918.74,No
3706,Male,1,No,Yes,48,Yes,No phone service,DSL,No,No,No,Yes,Yes,No,One year,No,Credit card (automatic),35.11,757.88,No
3707,Male,0,No,No,43,Yes,No,DSL,No internet service,No internet service,Yes,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),84.41,4296.69,No
3708,Female,0,Yes,Yes,6,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,73.79,7479.83,No
3709,Male,0,Yes,No,68,No,Yes,DSL,Yes,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Credit card (automatic),106.69,471.11,No
3710,Male,0,Yes,No,14,Yes,No,No,No internet service,No,No,No internet service,No,Yes,Two year,Yes,Electronic check,22.13,5585.03,No
3711,Female,0,Yes,No,30,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,37.5,8587.36,No
3712,Male,0,No,Yes,8,Yes,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,30.51,4589.48,Yes
3713,Male,0,No,No,54,Yes,No,Fiber optic,Yes,Yes,Yes,No internet service,No,Yes,Month-to-month,Yes,Mailed check,51.17,2647.78,Yes
3714,Female,0,Yes,No,66,Yes,Yes,Fiber optic,No,No,No internet service,Yes,No,Yes,Two year,Yes,Credit card (automatic),52.3,5087.94,No
3715,Male,0,No,No,4,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,No,Yes,No,Month-to-month,No,Electronic check,27.16,4710.9,Yes
3716,Female,0,Yes,No,60,Yes,No phone service,Fiber optic,No,Yes,No internet service,No internet service,No internet service,No,Month-to-month,No,Bank transfer (automatic),69.94,930.11,Yes
3717,Female,0,Yes,Yes,53,Yes,No,DSL,No internet service,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,29.93,1875.85,No
3718,Female,0,No,No,15,Yes,Yes,Fiber optic,Yes,No,No,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,25.72,5819.84,Yes
3719,Female,0,Yes,No,1,Yes,No,Fiber optic,No,No,No internet service,No,No,No internet service,Month-to-month,No,Credit card (automatic),21.58,5153.93,Yes
3720,Female,0,Yes,No,22,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),111.63,3002.68,Yes
3721,Male,0,Yes,No,15,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,Yes,Yes,Two year,No,Bank transfer (automatic),58.12,8498.73,No
3722,Male,0,Yes,No,22,No,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),46.76,5606.37,No
3723,Female,0,No,No,50,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No,No,Yes,One year,Yes,Electronic check,66.72,2018.98,No
3724,Female,0,No,No,48,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,34.1,4102.06,No
3725,Male,0,Yes,Yes,51,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,Yes,Mailed check,59.07,6185.46,No
3726,Female,0,Yes,No,17,Yes,No phone service,Fiber optic,Yes,No internet service,No,No,Yes,No,One year,No,Credit card (automatic),37.4,5842.23,No
3727,Female,0,No,Yes,51,Yes,Yes,No,No internet service,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),48.84,2153.48,No
3728,Female,1,No,No,37,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,111.13,5633.05,Yes
3729,Male,0,Yes,Yes,49,Yes,No,No,No,No internet service,No,No,No,Yes,Month-to-month,Yes,Mailed check,33.19,2903.5,No
3730,Male,0,Yes,No,59,Yes,No,DSL,No internet service,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),65.87,3983.53,No
3731,Female,0,No,Yes,10,Yes,No phone service,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,84.67,5817.65,Yes
3732,Female,1,No,Yes,30,Yes,No,Fiber optic,No internet service,No,No,No,No,No internet service,One year,Yes,Electronic check,110.51,5053.69,No
3733,Male,0,Yes,No,21,Yes,Yes,DSL,No internet service,Yes,No,No,No internet service,No internet service,Two year,No,Mailed check,111.01,6195.32,No
3734,Male,0,No,Yes,34,Yes,No phone service,DSL,No,No,No internet service,Yes,Yes,Yes,One year,No,Credit card (automatic),43.1,3327.8,No
3735,Female,0,Yes,No,50,Yes,No phone service,Fiber optic,No,No,No,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),113.04,6535.64,Yes
3736,Female,0,Yes,No,47,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),51.55,154.57,No
3737,Male,0,Yes,Yes,6,Yes,No,DSL,No internet service,Yes,No,No internet service,Yes,No,Two year,No,Electronic check,108.19,1647.73,No
3738,Male,0,No,No,50,Yes,No,No,Yes,No internet service,No internet service,No,No,No,One year,No,Electronic check,27.62,8452.76,No
3739,Male,1,Yes,No,63,Yes,No,DSL,No,Yes,No,No internet service,No internet service,No,Month-to-month,No,Electronic check,38.18,770.38,Yes
3740,Female,1,Yes,No,12,Yes,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),26.19,5754.85,Yes
3741,Male,1,Yes,No,41,Yes,Yes,DSL,No,No internet service,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),48.3,7963.42,Yes
3742,Female,0,No,No,31,Yes,No,No,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,106.07,7467.63,No
3743,Male,0,Yes,No,2,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,34.26,7928.74,Yes
3744,Male,0,Yes,Yes,16,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),40.85,8545.35,No
3745,Male,0,Yes,No,1,Yes,No,DSL,Yes,No internet service,No internet service,No,No internet service,No,Two year,Yes,Mailed check,39.98,3114.93,No
3746,Male,0,No,No,4,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Electronic check,45.86,2879.95,No
3747,Female,0,Yes,No,47,Yes,Yes,DSL,Yes,No internet service,Yes,No,No,No internet service,One year,Yes,Electronic check,20.13,1066.19,No
3748,Female,0,Yes,No,65,Yes,No phone service,No,No,No,Yes,No internet service,Yes,No internet service,Two year,No,Bank transfer (automatic),60.85,1764.91,No
3749,Male,0,Yes,No,52,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),116.37,5676.64,No
3750,Female,0,No,Yes,47,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,No,Mailed check,63.28,2888.53,No
3751,Male,0,Yes,No,50,Yes,Yes,No,No,No internet service,No internet service,No internet service,Yes,No,Month-to-month,Yes,Electronic check,99.99,2975.18,No
3752,Male,0,No,No,45,Yes,No,DSL,No,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Mailed check,75.68,5616.38,No
3753,Male,0,No,Yes,42,No,No,DSL,No,No,No internet service,No,Yes,No,Month-to-month,No,Electronic check,19.75,925.45,No
3754,Male,0,No,Yes,56,Yes,No,DSL,No internet service,No,No,No internet service,No internet service,Yes,Two year,Yes,Credit card (automatic),77.09,503.62,No
3755,Female,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Electronic check,113.37,6976.21,No
3756,Male,0,No,No,57,Yes,No,DSL,No internet service,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,73.88,6863.6,No
3757,Male,0,Yes,No,33,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),71.31,3356.0,Yes
3758,Female,0,Yes,Yes,28,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,85.61,5158.32,No
3759,Male,0,No,Yes,44,Yes,No,No,No,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,105.77,2082.0,No
